    IVox Add Points,     Incremental Mapping,     ObsModel (IEKF Build Jacobian),     ObsModel (Lidar Match), Downsample PointCloud, IEKF Solve and Update, Laser Mapping Single Run, Preprocess (Livox), Undistort Pcl, 
0.083775,0.378563,0.121459,1.23543,0.26168,4.92543,7.01195,0.210704,0.668929,
0.095266,0.397595,0.130339,0.116928,0.286223,5.31131,7.26579,0.240124,0.633265,
0.08019,0.376002,0.193913,1.3594,0.244288,4.95151,6.82479,0.221619,0.674079,
0.075242,0.357856,0.22572,0.093908,0.250489,5.18593,6.92309,0.230406,0.612424,
0.090135,0.398327,0.110328,0.277163,0.246796,5.51393,6.67379,0.2312,0.622997,
0.083977,0.383288,0.040173,1.09632,0.245511,5.14909,7.14844,0.227349,0.641941,
0.092519,0.393519,0.094784,1.36607,0.248323,5.56242,6.66554,0.228378,0.825537,
0.108412,0.423418,0.215427,0.212706,0.243642,5.9618,6.89389,0.228148,0.629582,
0.125423,0.445619,0.038155,1.01669,0.247068,6.56699,7.33206,0.283566,0.618625,
0.124729,0.435934,0.052591,0.088634,0.243606,5.60787,7.08467,0.232764,0.627905,
0.103508,0.416619,0.050901,1.19773,0.247105,5.46821,7.3062,0.22331,0.609448,
0.121817,0.478531,0.18215,0.113411,0.246897,5.62037,7.79813,0.286017,0.612324,
0.085773,0.382329,0.159953,1.26101,0.246503,4.75511,8.4027,0.259943,0.616479,
0.081662,0.383928,0.197443,1.29044,0.243899,5.40691,7.76995,0.215887,0.609189,
0.100875,0.440651,0.035296,0.110975,0.251602,5.09754,7.23626,0.239269,0.672519,
0.111069,0.433705,0.055505,1.10528,0.244824,7.30074,7.46838,0.231861,0.610543,
0.13735,0.482473,0.039678,0.102484,0.253593,7.06748,6.48875,0.249167,0.626076,
0.109399,0.428945,0.061651,1.16213,0.263569,8.23249,7.22035,0.264019,0.620335,
0.106316,0.419202,0.048806,0.100696,0.252956,7.37922,6.88935,0.238764,0.649027,
0.143329,0.480862,0.032934,1.19374,0.257146,7.31224,9.09584,0.234745,0.642341,
0.141684,0.511733,0.05057,0.103057,0.248264,6.69886,9.09007,0.393567,0.683316,
0.112538,0.492305,0.110298,1.18841,0.261281,6.46466,10.1325,0.300574,0.60556,
0.123829,0.471215,0.057386,0.087409,0.255232,6.28891,9.66602,0.24112,0.612842,
0.139823,0.497963,0.094218,1.0707,0.244012,6.579,9.25618,0.266453,0.625181,
0.116281,0.447249,0.046441,0.110499,0.250618,5.84474,8.54321,0.218516,0.643211,
0.17353,0.526497,0.191978,1.34491,0.272931,6.61541,8.34797,0.237877,0.62569,
0.073325,0.359726,0.162062,0.092607,0.257207,5.51142,8.12004,0.22374,0.614506,
0.129821,0.450484,0.061539,1.23084,0.248619,6.41958,8.74254,0.496601,0.608601,
0.111342,0.430214,0.206442,0.118829,0.250994,5.57376,7.81292,0.389602,0.613807,
0.113568,0.457266,0.162973,1.30046,0.250988,6.29697,8.621,0.326621,0.627929,
0.087631,0.413229,0.199442,0.093953,0.250451,5.33108,7.26888,0.277323,0.604467,
0.070398,0.354509,0.049823,1.31328,0.244698,5.15704,8.63642,0.23561,0.610783,
0.11587,0.428192,0.194873,0.099006,0.25317,5.58412,7.37697,0.245186,0.604255,
0.093789,0.392611,0.247279,1.47392,0.250275,6.27859,8.08745,0.229412,0.63722,
0.094271,0.392678,0.194801,0.08564,0.249309,5.80866,7.09994,0.240324,0.661146,
0.102002,0.407349,0.249449,1.46705,0.252336,5.27062,6.87417,0.261294,0.601486,
0.102576,0.406919,0.237804,0.077071,0.259714,5.4724,7.36574,0.218987,0.647704,
0.108563,0.421032,0.051817,1.32214,0.250362,5.9126,8.05387,0.223026,0.879473,
0.099793,0.416012,0.073712,0.104863,0.240218,6.48879,7.55578,0.239631,0.601683,
0.124977,0.43605,0.038862,1.28184,0.24134,7.22612,7.18199,0.287962,0.605763,
0.086835,0.367305,0.061055,0.082608,0.264327,6.53179,7.58179,0.316176,0.606924,
0.106101,0.424883,0.285475,1.40494,0.240261,5.75694,8.04729,0.214671,0.68933,
0.074569,0.354216,0.185365,0.100885,0.246289,5.91171,807.763,0.206518,0.602388,
0.119087,0.442886,0.145704,1.63396,0.234441,5.71439,9.00706,0.224847,0.605007,
0.076016,0.355422,0.089192,1.43634,0.241566,5.52944,8.93452,0.752889,0.603822,
0.070604,0.335814,0.17333,0.093801,0.237781,5.57755,7.55434,0.227714,0.661677,
0.091726,0.386185,0.044669,1.11118,0.249494,5.4241,7.75855,0.379169,0.627748,
0.077643,0.346727,0.154618,0.081984,0.227113,5.42745,7.53385,0.260525,0.611858,
0.080677,0.356536,0.050014,1.33913,0.283818,5.88907,7.43982,0.40462,0.60349,
0.104625,0.396868,0.041229,0.097,0.256446,5.59082,7.25779,0.237845,0.623005,
0.139119,0.627742,0.059344,1.41304,0.308138,5.70982,7.64866,0.351545,0.751409,
0.070569,0.396567,0.206385,0.118585,0.230831,6.55968,7.09461,0.258771,0.629039,
0.090223,0.41808,0.123263,1.23936,0.254443,6.14811,7.60844,0.216084,0.588176,
0.088726,0.390595,0.208679,0.110484,0.253478,6.19977,7.51813,0.290596,0.630095,
0.121438,0.46664,0.234476,1.2639,0.26612,6.5695,7.80525,0.244077,0.646182,
0.099938,0.415416,0.053962,0.082919,0.255079,6.67583,8.25081,0.233756,0.629574,
0.106852,0.426747,0.084461,1.58588,0.249896,6.00609,7.94167,0.254337,0.634331,
0.08723,0.40278,0.171222,0.090231,0.249716,6.60907,7.97491,0.22968,0.60517,
0.097023,0.408115,0.042352,1.48347,0.262526,6.14454,8.48633,0.27384,0.606671,
0.132142,0.458084,0.035529,0.103518,0.248543,5.59315,8.88168,0.22457,0.608001,
0.085901,0.390944,0.058262,1.40222,0.251698,5.79037,7.77157,0.234715,0.676143,
0.105063,0.422657,0.199567,0.236853,0.250681,5.95146,8.37567,0.248782,0.60368,
0.113396,0.426266,0.063547,1.44241,0.249953,6.23366,8.11982,0.251627,0.612545,
0.082904,0.391438,0.181223,0.091674,0.26194,6.07354,7.51775,0.28878,0.609475,
0.120036,0.455084,0.049302,1.39997,0.252838,6.46242,7.53128,0.217754,0.604061,
0.091116,0.407506,0.176183,0.085002,0.259865,6.18316,7.73114,0.231979,0.620603,
0.101407,0.414188,0.21563,1.08657,0.25747,5.72831,7.99424,0.229337,0.615337,
0.068688,0.364801,0.326975,0.088366,0.24441,5.36864,7.82874,0.24838,0.611213,
0.11634,0.430138,0.051126,1.25181,0.249474,5.53266,8.31635,0.249153,0.604995,
0.097995,0.405631,0.036314,0.086065,0.250352,5.73405,8.54421,0.382412,0.807548,
0.122394,0.442996,0.126425,0.986761,0.268874,5.81138,7.61447,0.35987,0.625943,
0.113877,0.437297,0.062714,1.36571,0.25398,5.31555,7.08098,0.232183,0.600683,
0.11695,0.453048,0.188951,0.073708,0.239963,6.16101,7.52532,0.24949,0.618632,
0.098428,0.411356,0.039738,1.20494,0.247378,6.14929,7.52295,0.258657,0.610962,
0.104307,0.411257,0.042818,0.079447,0.241609,6.27192,7.59606,0.224868,0.604706,
0.088202,0.403177,0.210583,1.24872,0.242302,5.48952,7.08796,0.206403,0.609569,
0.114566,0.425148,0.210207,0.091402,0.244117,5.84415,7.9556,0.229443,0.640023,
0.094883,0.435881,0.073982,1.17819,0.249666,5.64061,7.89703,0.220729,0.627851,
0.106117,0.429605,0.166995,0.082876,0.236816,6.67524,8.44403,0.258874,0.595456,
0.091659,0.399867,0.056669,1.30795,0.244545,6.80501,7.40766,0.384118,0.600204,
0.094156,0.395488,0.036236,0.081718,0.244966,5.82356,7.64208,0.254605,0.607597,
0.103288,0.429785,0.053405,1.30684,0.252197,5.92247,7.46404,0.251382,0.638396,
0.117084,0.429951,0.181736,0.081763,0.237321,5.96648,8.49158,0.261643,0.61542,
0.077985,0.375142,0.202303,1.68581,0.260011,5.98496,8.54558,0.235781,0.597518,
0.087536,0.398533,0.209416,0.101956,0.283721,6.07773,7.57401,0.227234,0.620294,
0.092712,0.410636,0.052215,1.57549,0.278276,5.58741,7.7103,0.240904,0.629869,
0.105038,0.415658,0.184476,0.095511,0.26184,5.76886,7.71267,0.233005,0.648996,
0.096118,0.4037,0.059679,1.64326,0.270592,5.63621,8.17402,0.23465,0.607063,
0.106739,0.426549,0.17108,0.097009,0.255929,5.7432,8.1361,0.432444,0.623445,
0.106997,0.439186,0.210166,1.35175,0.250278,5.75826,7.44412,0.269961,0.631535,
0.128799,0.495036,0.090542,0.21974,0.25201,5.607,7.57138,0.263733,0.612757,
0.088277,0.422797,0.33441,1.31073,0.250258,5.52932,7.46592,0.281717,0.619398,
0.073741,0.365962,0.069448,0.089924,0.255741,5.19449,7.56253,0.255309,0.624556,
0.068097,0.356473,0.255082,1.6286,0.238062,5.98809,7.55942,0.250357,0.60942,
0.077772,0.389672,0.196982,0.072533,0.247385,5.3843,7.4741,0.236811,0.603358,
0.125968,0.47135,0.27319,1.43494,0.256637,6.42294,7.31781,0.235067,0.616363,
0.116265,0.475449,0.216657,0.085217,0.246452,6.29007,6.88867,0.215079,1.08749,
0.130998,0.470815,0.16503,1.57863,0.25168,6.90437,8.31181,0.355547,0.650665,
0.078141,0.398957,0.031878,0.25045,0.258054,7.29349,7.2704,0.387811,0.628809,
0.148986,0.51484,0.260408,2.07543,0.262064,7.14047,8.79318,0.278471,0.60465,
0.159527,0.53574,0.160713,0.085909,0.247839,6.1009,8.17254,0.246045,0.614625,
0.117183,0.599887,0.149292,1.53684,0.250954,6.48076,8.76745,0.256503,0.617335,
0.091631,0.403727,0.058404,0.084145,0.252598,6.19067,9.04338,0.237017,0.609608,
0.075874,0.366003,0.219479,1.64843,0.251179,5.79395,9.06864,0.28084,0.657979,
0.09508,0.383744,0.345122,0.098104,0.242057,5.61876,8.02468,0.258354,0.620035,
0.072192,0.357323,0.274444,1.45641,0.269962,5.07009,8.51739,0.227816,0.61543,
0.075165,0.362442,0.334199,0.247771,0.247719,5.55521,8.41079,0.223709,0.598307,
0.081686,0.379222,0.14851,1.83959,0.255063,5.57338,7.48549,0.208177,0.608037,
0.078077,0.364294,0.037086,0.094299,0.249211,5.40689,7.33441,0.233676,0.60803,
0.103131,0.421614,0.171054,1.19003,0.24257,5.24982,6.76865,0.228579,0.661523,
0.07459,0.357126,0.04682,0.08538,0.25468,4.79025,7.24452,0.223033,0.620735,
0.071398,0.354432,0.595223,1.39594,0.250907,4.83297,7.28759,0.226382,0.753086,
0.069623,0.360609,0.106615,0.085832,0.248483,4.64552,7.16414,0.235007,0.606874,
0.074245,0.35426,0.185569,1.37638,0.248448,4.62366,7.35495,0.326655,0.604093,
0.074823,0.3647,0.17792,0.083522,0.246008,4.71662,6.68003,0.283882,0.616658,
0.077606,0.371246,0.051419,1.46845,0.246728,5.13652,6.53186,0.24303,0.603742,
0.07942,0.376301,0.043848,0.429871,0.248713,4.78109,6.76455,0.230794,0.603866,
0.082556,0.370542,0.032321,1.05218,0.248961,4.91938,6.30405,0.218567,0.625656,
0.063286,0.349131,0.037278,0.10027,0.260737,4.6063,6.40624,0.232927,0.618106,
0.086485,0.530791,0.193035,1.45423,0.251091,4.90293,6.82316,0.218124,0.606939,
0.076935,0.367141,0.192405,0.085956,0.246669,4.86596,6.4833,0.209238,0.625875,
0.06909,0.368285,0.274515,1.81438,0.247926,5.28126,6.66653,0.261713,0.626953,
0.072226,0.359027,0.188312,0.08223,0.248568,4.6944,6.28877,0.213728,0.67198,
0.071698,0.366256,0.124319,1.9683,0.255757,5.12782,6.78301,0.224463,0.638467,
0.072345,0.372173,0.095502,0.193275,0.243695,4.96931,6.59531,0.229944,0.61357,
0.080747,0.378107,0.302283,1.64243,0.255209,4.90885,7.45272,0.230867,0.603789,
0.162161,0.528699,0.182167,0.281474,0.252692,5.97996,6.43927,0.25034,0.629411,
0.087427,0.421166,0.046894,1.46798,0.244792,5.32309,6.88292,0.242047,0.619732,
0.092815,0.433617,0.034438,0.088483,0.252669,6.06331,6.6444,0.209198,0.620416,
0.070057,0.353222,0.051689,1.21754,0.249804,5.24513,6.65935,0.239654,0.620507,
0.073703,0.354549,0.245468,0.281121,0.252374,4.6764,7.90038,0.229503,0.690354,
0.101772,0.408546,0.056685,1.59808,0.243597,5.47582,7.0985,0.237433,0.608425,
0.086933,0.386515,0.24719,0.111148,0.245587,5.29806,7.82843,0.203454,0.604271,
0.100449,0.39069,0.259216,1.45944,0.24303,5.952,7.04797,0.254844,0.619084,
0.099843,0.414129,0.175849,0.093864,0.247352,6.99832,6.75754,0.20093,0.649874,
0.098285,0.41563,0.058457,1.63168,0.242296,6.75307,7.22074,0.237415,0.622303,
0.102972,0.411073,0.0575,0.081778,0.252916,7.05678,7.01852,0.219307,0.596399,
0.10695,0.405694,0.14488,1.31686,0.241031,6.72737,7.7821,0.298238,0.625907,
0.131076,0.479868,0.037066,0.10653,0.240521,6.15811,8.76792,0.233234,0.590895,
0.158739,0.502199,0.046939,1.03706,0.239928,7.42646,8.49887,0.227846,0.605702,
0.11715,0.439052,0.278709,0.099398,0.276871,8.09275,8.94701,0.316607,0.61114,
0.112747,0.462193,0.197323,0.082674,0.225702,5.85955,8.52207,0.301392,0.947698,
0.133286,0.466494,0.042403,1.30589,0.231038,7.17557,8.06962,0.237989,0.568772,
0.117248,0.409948,0.206401,1.39258,0.309663,5.67613,851.399,0.243059,0.585016,
0.10945,0.727628,0.05452,0.100779,0.212735,6.67569,10.6787,0.25479,0.612635,
0.079046,0.350956,0.038446,0.989042,0.234275,5.82385,7.58106,0.226289,0.544666,
0.098132,0.380158,0.173137,0.100776,0.242248,5.74624,8.94171,0.238796,0.62081,
0.085354,0.351712,0.042558,1.08401,0.288732,5.62052,7.47298,0.219247,0.589594,
0.112308,0.402537,0.037604,0.092522,0.218325,6.74921,8.66826,0.239257,0.687798,
0.091243,0.379337,0.034116,0.91668,0.238885,5.77093,7.60805,0.345885,0.583718,
0.113946,0.429131,0.031863,0.100016,0.251504,5.55119,7.40074,0.220894,0.618603,
0.0987,0.404657,0.216081,1.31232,0.231086,6.15098,7.43129,0.252517,0.740915,
0.073656,0.348975,0.033753,0.089326,0.248903,5.67752,8.38037,0.199532,0.662113,
0.103159,0.401279,0.11192,1.03455,0.241944,5.90161,7.97521,0.259902,0.614385,
0.089901,0.400312,0.050024,0.095009,0.247836,6.03823,7.63588,0.375174,0.596166,
0.110136,0.41927,0.129763,1.21284,0.255188,5.93181,8.01672,0.273642,0.681759,
0.093446,0.405328,0.035132,0.092777,0.250925,5.06413,7.51013,0.386348,0.61263,
0.073791,0.353981,0.175013,1.0538,0.252039,6.15162,7.6346,0.243415,0.650353,
0.09734,0.397763,0.17587,0.093971,0.250069,5.8771,8.04216,0.404638,0.626597,
0.109882,0.481809,0.211593,1.33995,0.254184,6.26602,7.70803,0.231347,0.625359,
0.099418,0.458797,0.04336,0.085238,0.250287,5.58852,6.87563,0.253959,0.650002,
0.14054,0.49792,0.10602,1.09128,0.258995,5.88659,7.96474,0.334802,0.621076,
0.075512,0.358095,0.034465,0.072733,0.249904,5.67598,7.63634,0.241737,0.607906,
0.082167,0.398034,0.04074,1.33882,0.251581,5.7496,8.63978,0.245697,0.618968,
0.074033,0.355568,0.086147,0.085832,0.244817,5.84306,7.39151,0.224503,0.6619,
0.117407,0.421206,0.07512,1.13462,0.247736,5.42642,7.7607,0.228596,0.599839,
0.075503,0.353443,0.19157,0.089533,0.254969,5.33135,7.39878,0.229643,0.682072,
0.079384,0.365806,0.042716,1.02499,0.249353,5.59983,7.58328,0.267217,0.618593,
0.126769,0.416989,0.057702,0.084605,0.256161,5.76096,7.64023,0.352438,0.619908,
0.068218,0.349232,0.100775,1.01075,0.253205,5.73152,7.29238,0.252704,0.695047,
0.101342,0.403761,0.042166,1.19315,0.265288,5.83042,7.04555,0.239248,0.632072,
0.068027,0.354992,0.036662,0.08005,0.259736,5.50584,7.46411,0.380017,0.668207,
0.075226,0.364414,0.185836,1.08711,0.258002,5.20789,7.92317,0.227143,0.619669,
0.088112,0.576549,0.037424,0.075475,0.262743,6.17383,7.43996,0.226777,0.626454,
0.085676,0.370281,0.159233,1.22627,0.258914,5.73152,7.64712,0.22711,0.796965,
0.116886,0.437427,0.042822,0.091367,0.251762,6.3437,7.24915,0.258959,0.87087,
0.072368,0.347215,0.076365,1.07944,0.256513,5.61831,6.95611,0.22072,0.6549,
0.073209,0.377139,0.186286,1.25017,0.2528,5.66315,8.55517,0.252838,0.618317,
0.074858,0.360205,0.032226,0.07959,0.246809,4.74693,7.85266,0.373296,0.626098,
0.087594,0.371564,0.037835,1.07306,0.257022,5.40593,8.28748,0.307817,0.631622,
0.091389,0.39521,0.044897,0.08746,0.271283,5.59007,7.32574,0.241358,0.627618,
0.113135,0.405578,0.03961,0.959042,0.25569,5.97039,7.69052,0.207993,0.639559,
0.078094,0.365248,0.035144,0.089698,0.247301,6.92026,6.54427,0.283571,0.60897,
0.083938,0.376465,0.036858,0.881099,0.257452,5.64458,7.16045,0.252969,0.630877,
0.097416,0.376672,0.053737,1.19807,0.243248,5.82852,7.39548,0.250941,0.606901,
0.097804,0.385791,0.181578,0.087112,0.256843,5.59539,7.72072,0.224442,0.60879,
0.097517,0.420464,0.04175,1.07554,0.357629,6.45207,8.64803,0.235371,0.627037,
0.091235,0.379443,0.034574,0.087548,0.256062,5.71117,7.33755,0.203555,0.796383,
0.123826,0.444235,0.316366,1.44364,0.309498,5.59633,7.56764,0.232577,0.621836,
0.09812,0.391833,0.175689,0.120662,0.252219,5.70935,7.88319,0.220626,0.625824,
0.095359,0.381798,0.037381,1.15008,0.245697,6.24366,8.82262,0.223281,0.608284,
0.091117,0.372225,0.034461,0.085711,0.273367,5.66084,7.469,0.252345,0.62352,
0.093999,0.38474,0.111305,1.06219,0.241092,5.46253,7.46562,0.221524,0.700588,
0.104246,0.411825,0.038535,0.077389,0.242749,5.9669,7.43766,0.223392,0.668631,
0.115793,0.413026,0.081454,1.052,0.240953,6.2295,7.96416,0.2228,0.6618,
0.092884,0.388336,0.166103,0.084006,0.292795,5.48285,7.48114,0.222147,0.612297,
0.095428,0.378377,0.111278,1.46437,0.260149,6.24093,7.25995,0.252936,0.604881,
0.109204,0.400512,0.047051,0.0706,0.29889,5.49915,7.84013,0.30187,0.620043,
0.075784,0.366473,0.107713,1.10964,0.245374,6.61567,7.98421,0.229676,0.600697,
0.089431,0.353731,2.36068,0.08654,0.246017,4.93535,7.57167,0.234171,1.13324,
0.085103,0.357118,0.046274,1.36054,0.242387,4.70447,7.98137,0.228977,0.605814,
0.07381,0.343988,0.034912,0.086475,0.244572,4.72974,7.44911,0.238605,0.618233,
0.07171,0.336665,0.050809,1.15177,0.240812,5.02868,8.85526,0.245888,0.606205,
0.084846,0.349655,0.084305,1.68324,0.246562,4.65941,6.59483,0.202336,0.603828,
0.084055,0.383045,0.184046,0.076869,0.248853,5.32078,6.4077,0.225372,0.644487,
0.084891,0.358082,0.049294,1.23723,0.256291,4.77626,6.39069,0.218817,0.617928,
0.087018,0.36872,0.171262,0.082952,0.251929,5.14536,6.65876,0.207357,0.623962,
0.07343,0.339346,0.120058,1.23333,0.252449,4.80464,6.38861,0.240441,0.611134,
0.069973,0.351496,0.042006,0.086657,0.249837,4.76663,7.03963,0.22094,0.630349,
0.095443,0.366415,0.27737,1.19834,0.258364,5.15058,6.81863,0.228908,0.619005,
0.073387,0.339201,0.198982,0.095956,0.247844,5.16453,6.92676,0.282887,0.620071,
0.085215,0.358985,0.043746,1.39409,0.244737,4.81853,6.61172,0.335796,0.641174,
0.079226,0.424362,0.170345,0.080473,0.251438,4.81978,6.46276,0.224256,0.617054,
0.076221,0.341953,0.213395,1.30761,0.248261,4.84956,6.87678,0.229306,0.637214,
0.070608,0.344076,0.037051,0.083967,0.263252,4.75253,6.87537,0.233295,0.615355,
0.086593,0.356821,0.22952,1.21618,0.258073,4.95265,6.53822,0.253803,0.68834,
0.078221,0.410191,0.039533,0.083804,0.257869,4.7135,6.63038,0.243698,0.645323,
0.087261,0.360675,0.041454,1.27601,0.253947,4.96703,6.56285,0.231661,0.625334,
0.07806,0.349816,0.087769,0.08145,0.256732,4.68197,6.85496,0.255974,0.623506,
0.07669,0.349302,0.190286,1.05614,0.261741,4.87791,6.74373,0.280418,0.661271,
0.077532,0.353811,0.037544,0.118155,0.256224,4.78966,6.53319,0.246802,0.634764,
0.081541,0.358339,0.147709,1.18428,0.258314,4.79347,6.74194,0.266683,0.647253,
0.083292,0.435542,0.149199,0.094996,0.25187,5.05002,6.45764,0.259074,0.617968,
0.075016,0.404272,0.045687,1.54159,0.254898,4.75058,6.62755,0.249054,0.627392,
0.085464,0.354465,0.166485,0.099806,0.253899,4.8623,6.52024,0.223437,0.645637,
0.08374,0.354731,0.269957,1.18455,0.260348,4.92394,6.50566,0.215458,0.631654,
0.08576,0.369329,0.040753,0.083148,0.253734,4.71813,6.87916,0.254827,0.693348,
0.076384,0.341077,0.188025,1.42124,0.248543,4.86107,6.87478,0.237835,0.622468,
0.087664,0.351379,0.155515,0.08321,0.248738,4.67347,6.59559,0.24451,0.625557,
0.078843,0.356294,0.213643,1.16291,0.244979,4.93253,6.83026,0.349508,0.642881,
0.080989,0.387956,0.252605,0.10083,0.256622,4.67715,6.45142,0.241758,0.622146,
0.07381,0.33428,0.050409,1.37021,0.252688,4.59814,6.5722,0.244959,0.696175,
0.091859,0.354377,0.114417,0.080547,0.267322,4.44208,6.39314,0.227602,0.610147,
0.082117,0.428488,0.111591,1.25482,0.249182,4.70006,6.71436,0.239531,0.637881,
0.071854,0.333128,0.177337,0.069674,0.252866,4.54789,6.4982,0.225182,0.620364,
0.073768,0.340919,0.059736,1.47551,0.248932,4.62976,6.29181,0.245675,0.619767,
0.068263,0.31901,0.042307,0.110106,0.259226,4.45671,6.50162,0.246227,0.794424,
0.076219,0.340352,0.059457,1.60995,0.25366,4.71102,6.49941,0.25125,0.614166,
0.080888,0.342895,0.089433,0.093442,0.249799,4.47408,6.25463,0.249733,0.612663,
0.084185,0.349782,0.061421,1.65722,0.252058,4.68183,6.5035,0.243046,0.622482,
0.06979,0.344777,0.05545,0.093431,0.223033,6.89727,6.15541,0.255288,0.622502,
0.088405,0.398957,0.25638,1.36025,0.243128,5.58904,6.40959,0.247509,0.576307,
0.088485,0.380792,0.045833,1.60063,0.237079,5.39321,6.16197,0.232887,0.59474,
0.081346,0.349896,0.116335,0.085643,0.264619,5.75415,814.418,0.248015,0.600798,
0.082524,0.340733,0.123084,1.14637,0.252234,5.27301,9.37044,1.10121,0.627036,
0.085516,0.344914,0.045593,0.085029,0.252991,5.82907,8.07736,0.27686,0.643758,
0.089357,0.372779,0.106492,1.31227,0.253006,4.79045,7.10126,0.239122,0.686755,
0.131947,0.416514,0.244179,0.094921,0.246024,5.93589,7.57071,0.322834,0.638631,
0.099745,0.383785,0.188129,1.33144,0.238949,6.05707,7.02357,0.274693,0.609608,
0.093035,0.363755,0.035912,0.078538,0.247515,6.49527,7.65502,0.302378,1.00867,
0.092572,0.381196,0.273304,1.35848,0.259617,5.75583,6.51434,0.209957,0.59385,
0.083564,0.333501,0.033948,0.079697,0.249968,5.86889,7.69089,0.215665,0.595829,
0.088571,0.400785,0.041437,1.28934,0.227935,6.44439,8.13069,0.196323,0.760817,
0.090733,0.389108,0.043102,1.12528,0.249813,6.20343,8.14104,0.205575,0.570074,
0.077787,0.354699,0.041796,0.113331,0.237379,6.25104,7.78054,0.245973,0.693266,
0.075518,0.350691,0.103712,1.19558,0.259003,5.77167,7.7219,0.236426,0.627366,
0.091357,0.360813,0.138555,0.084016,0.24571,5.73343,8.12022,0.24092,0.643893,
0.096198,0.378574,0.050846,1.31101,0.254993,6.08087,8.08686,0.298231,0.617622,
0.087118,0.361236,0.039399,0.088466,0.234893,6.60788,7.92576,0.215001,0.603789,
0.10445,0.390339,0.037697,1.03926,0.24559,5.79311,7.56108,0.295014,0.585658,
0.105123,0.38797,0.05767,0.105859,0.284555,5.61969,7.41254,0.211468,0.698949,
0.102657,0.381328,0.37114,1.38326,0.237564,5.88179,7.76208,0.199482,0.61308,
0.085511,0.374195,0.187144,0.097927,0.229295,6.28195,8.24789,0.215,0.58886,
0.088893,0.374643,0.043325,1.28583,0.254808,5.99218,7.9004,0.194717,0.602513,
0.10128,0.397914,0.052738,0.100489,0.250914,6.126,7.38268,0.212902,0.628384,
0.092262,0.378934,0.259123,1.62509,0.25259,6.11035,7.53623,0.212688,0.618786,
0.102357,0.405635,0.905272,0.128917,0.255121,6.36395,7.95242,0.214455,0.625249,
0.097236,0.380444,0.350516,1.24387,0.245468,6.07361,7.71819,0.219598,0.647768,
0.085272,0.373759,0.045471,0.086905,0.229147,6.35134,7.85781,0.211015,0.589117,
0.091345,0.380041,0.122863,1.36413,0.259671,5.94989,7.83265,0.192993,0.572896,
0.099564,0.379866,0.162575,0.089616,0.255368,5.66019,8.17577,0.247322,0.613394,
0.095026,0.383382,0.315944,1.1786,0.250511,5.58596,7.71771,0.192584,0.653575,
0.076713,0.353042,0.35549,0.078244,0.247572,5.29828,8.29983,0.208024,0.62722,
0.095003,0.418919,0.049611,1.65153,0.283175,5.68929,7.68595,0.233172,0.643988,
0.077304,0.355239,0.040408,0.101718,0.249706,5.35888,7.42893,0.227248,0.634845,
0.087953,0.37018,0.053688,1.24774,0.2545,5.74416,7.32599,0.216143,0.631082,
0.086938,0.379734,0.044029,0.080521,0.258341,5.38911,7.03851,0.220455,0.645506,
0.074964,0.350882,0.051109,1.27064,0.263672,5.83511,7.52586,0.240756,0.65883,
0.071807,0.351347,0.118768,0.084391,0.251268,5.018,7.07477,0.219336,0.664859,
0.074175,0.357925,0.253377,1.26068,0.264611,5.14598,7.50907,0.234995,0.654366,
0.105947,0.407178,0.343354,0.085818,0.252412,6.09668,7.18551,0.250628,0.629113,
0.099179,0.394214,0.056299,1.88015,0.250376,5.823,7.92051,0.226945,0.616116,
0.074663,0.349495,0.034656,0.091596,0.267291,5.50085,6.76455,0.235712,0.621833,
0.071057,0.349937,0.054517,1.15342,0.248912,5.01345,6.8901,0.220932,0.648706,
0.068881,0.341895,0.037181,0.104426,0.252941,5.39648,7.83933,0.18984,0.739786,
0.096851,0.39768,0.114847,1.24211,0.263159,5.43815,7.58122,0.22763,0.614163,
0.105497,0.413033,0.061754,0.077695,0.260366,5.50819,7.25135,0.235345,0.672804,
0.079993,0.364734,0.177004,1.31515,0.252983,5.47907,6.83543,0.238728,0.62273,
0.08353,0.362989,0.032161,0.074216,0.248583,5.3181,7.08468,0.233187,0.608336,
0.076202,0.40153,0.049608,1.27978,0.258285,5.94836,7.37174,0.346269,0.648305,
0.077637,0.358868,0.033433,0.092253,0.254053,4.70491,7.65787,0.21359,0.622707,
0.075503,0.361486,0.122885,1.33424,0.263241,5.23357,7.18539,0.232868,0.626964,
0.084948,0.365353,0.185558,0.084621,0.258759,5.17912,7.05789,0.214209,0.631563,
0.076362,0.357282,0.134538,1.24567,0.252407,5.4522,7.70972,0.214479,0.631806,
0.075445,0.359012,0.049945,0.090966,0.252281,5.22227,6.42567,0.228758,0.62842,
0.072743,0.356284,0.050416,1.25438,0.257566,5.14271,6.95016,0.211826,0.620113,
0.077114,0.367768,0.044919,0.078365,0.251165,4.90353,6.92113,0.225984,0.622771,
0.085373,0.370214,0.190456,1.65932,0.253036,5.68099,7.16941,0.229093,0.666732,
0.080366,0.363241,0.054947,0.087796,0.255429,5.07884,6.94791,0.244383,0.636922,
0.081235,0.357471,0.243787,1.13279,0.261787,5.14582,6.8732,0.232353,0.614421,
0.074815,0.353281,0.087599,0.078574,0.256424,5.44497,6.99562,0.225225,0.618979,
0.105994,0.421108,0.044917,1.16928,0.261487,5.66322,7.42205,0.230649,0.649435,
